Type_H,Type_L,Type_M,Failure Type_Heat Dissipation Failure,Failure Type_No Failure,Failure Type_Overstrain Failure,Failure Type_Power Failure,Failure Type_Random Failures,Failure Type_Tool Wear Failure,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04753122917043129,-0.27335103166181957,-0.42268048765338956,0.5129280437275073,0.07932322929028504
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0524608380848676,0.8724640236325347,-0.021063155657627952,-0.18928848406538237,0.8177252448663183
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6024172079888694,-0.13854926045072585,-0.16609163665609744,-0.379890113037738,-0.8004749169279674
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4974162043719241,0.8050631380269686,1.0945405443305989,-1.3930882459960505,1.3518884050702573
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8523973761270598,-0.6777563452951392,-0.7294715051501519,0.5430230377757738,-0.15633698844674684
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9023934097547093,-0.6777563452951392,-1.0362625226469142,1.786949458437464,-0.297733119088966
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4474994981915132,0.8724640236325347,-1.3597875956435002,1.8972977699477753,-0.4862612932785915
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5474915654468121,0.06365339636593392,0.7096572678346605,-1.2827399344857393,-1.067556497029937
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.55234184691401,-1.6887696293783996,-1.153400911145678,1.1148279246928414,0.20500867875003537
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747475699957353,0.3332569387881214,2.1655200963192964,-1.7642598392580067,0.6449077518591616
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8024013424994387,-0.5429545740840453,0.3972882318379571,-0.76109337098245,1.3518884050702573
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8024013424994387,-0.8799590021117989,-0.08799937765692156,-0.38992177772049375,0.28356208466237937
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7473963725101145,1.9508781933213228,0.44191237983748616,-0.9617266646375613,0.3464048093922545
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9023934097547093,-1.351765201350646,0.6650331198351315,-1.0018533233685833,-1.6488517007812822
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2523656451481702,-0.8125581165062329,-0.34458822865421374,-0.09900350192058242,0.29927276584484813
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.797392406137764,1.6138737652935695,-0.6736913201507406,0.6032130258723073,0.31498344702731695
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0024648044572181567,0.9398649092380624,-0.31112011765456693,0.5630863671412851,1.2419136367929757
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6524132416165188,-0.13854926045072585,-1.0920427076463257,1.3656195417617305,0.40924753412212966
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.052381510637629,-0.6777563452951392,-0.048953248157333616,0.0915981270517732,-1.0361351346649992
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5474122379995736,0.9398649092380624,1.6300303203249475,-1.6739748571132063,0.8334359260487871
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04753122917043129,-0.34075191726738563,-0.4282585061533307,0.28219975602412883,-0.9104496852052489
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7524053088717894,-0.47555368847847934,0.4698024723371918,-0.6908717182031607,0.016480504560409868
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1474439689784632,0.8724640236325347,-0.5565529316519768,0.18188310919657316,-0.18775835081168443
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7524053088717894,-0.9473598877173266,-0.8633439491487391,1.4458728592237748,-1.0047137723000616
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6524132416165188,-0.2059501460562919,0.7152352863346018,-0.9617266646375613,-0.2506010755415596
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.097447935350814,0.06365339636593392,0.18532352884019399,-0.5403967479618272,-1.428902164226719
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7524053088717894,-0.27335103166181957,-0.6681133016507995,0.15178811514830676,-0.046362220169465305
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9974558680955434,-0.13854926045072585,-1.443457873142617,1.736791135023686,0.613486389494224
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19751933005332278,0.2658560531825554,0.029139010841842252,-0.369858448354983,-1.366059439496844
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2474360362337338,1.0072657948436283,0.771015471334013,-1.0821066408306281,-0.9261603663877177
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.097447935350814,1.2094684516602883,-1.1645569481455604,2.24840603384422,-1.208952627672156
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1523735778928996,-0.8125581165062329,1.9926015228211214,-1.5535948809201396,1.226202955610507
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.45242910710594947,-0.9473598877173266,-0.22187182165550876,0.5129280437275073,1.2104922744280382
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7024092752441399,-1.0821616589284586,-0.29996408065468466,0.2922314207068845,-1.0989778593948745
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0973686079035754,2.2878826213490764,0.5869408608359556,-0.8313150237617389,-1.3346380771319064
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9023934097547093,-0.610355459689573,-0.45614859865303636,0.9041629663549743,-0.4862612932785915
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.947459834467894,-0.27335103166181957,0.0681851403414302,-0.5403967479618272,1.6189699851722268
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3023616787758197,-0.8125581165062329,-0.4282585061533307,0.9743846191342636,0.3778261717571921
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2974320698613833,0.5354595956047812,-0.2943860621547435,-0.3598267836722273,0.8177252448663183
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6474836327020825,0.7376622524214409,-0.7015814126504463,0.20194643856208458,1.7760767969969147
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8474677672126235,0.5354595956047812,-0.1270455071565095,0.04143980363799537,-0.9418710475701865
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0024648044572181567,0.13105428197146163,-0.813141782649269,1.124859589375597,1.289045680340382
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2023696115205207,-0.8799590021117989,0.4642244538372507,-0.20935181343089382,-0.45483993091365393
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25244497259540855,-0.8125581165062329,2.3774847993170596,-1.964893132913118,0.8805679695961934
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9974558680955434,1.0072657948436283,-0.9637482821476796,1.2352079008859076,-0.8476069604753738
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.55234184691401,-1.553967858167306,0.06260712184148906,-0.028781849141293173,0.2521407222974418
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1974400026060843,0.5354595956047812,0.8212176378334832,-1.1222332995616502,0.6606184330416304
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5023458132863605,-1.4191660869562122,-0.2553399326551556,0.6132446905550629,1.0219641002384126
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4474201707442746,1.6812746508991354,0.8044835823336598,-0.7911883650307164,-0.36057584381884117
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0024648044572181567,0.8050631380269686,-0.19398172915580308,-0.20935181343089382,-0.7847642357454986
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0024648044572181567,-0.34075191726738563,1.351129395327891,-1.5134682221891176,-0.596236061555873
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6024172079888694,0.06365339636593392,0.25783776933942876,-0.871441682492761,0.613486389494224
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8523973761270598,-0.40815280287295164,0.17416749184031174,-0.44008010113427154,0.47209025885200484
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9023934097547093,-1.4191660869562122,1.7192786163240057,-1.6438798630649396,-0.6119467427383418
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7524053088717894,-1.1495625445339863,1.518469950326125,-1.5335315515546286,-1.2717953524020311
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1023775442652501,-0.6777563452951392,-0.7183154681502697,0.8840996369894628,-1.3346380771319064
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04753122917043129,-0.40815280287295164,-0.5844430241516825,0.7336246667481293,0.29927276584484813
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0023854770099798,-0.9473598877173266,-0.606755098151447,1.7066961409754196,-1.0204244534825304
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1974400026060843,0.7376622524214409,-0.3278541731543903,0.5731180318240409,1.44615249216507
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2975113973086217,-0.13854926045072585,0.8658417858330123,-0.891505011858272,1.2419136367929757
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9523894433823302,-0.5429545740840453,1.4682677838266547,-1.3128349285340062,-0.39199720618377876
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25244497259540855,-0.003747489239632108,-0.20513776615568535,-0.14916182533436026,-0.8790283228403113
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5524211743612484,-0.13854926045072585,1.6579204128246534,-1.7241331805269842,-1.4131914830442502
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14752329642570175,1.1420675660547221,2.5113572433156466,-1.774291503940762,0.20500867875003537
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6524132416165188,-0.6777563452951392,1.6969665423242413,-1.4231832400443172,0.3464048093922545
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.45242910710594947,-0.34075191726738563,-1.1143547816460901,0.8239096488929301,-0.34486516263637235
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5024251407335989,0.2658560531825554,-0.8075637641493278,0.522959708410263,0.22071935993250416
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3475074309362427,0.8050631380269686,1.892197189822181,-1.5736582102856507,-1.3189273959494374
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7024092752441399,-0.13854926045072585,-0.6681133016507995,0.49286471436199586,0.11074459165522263
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9023934097547093,-1.4191660869562122,-0.26649596965503786,-0.028781849141293173,1.147649549698163
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6524132416165188,-0.07114837484519813,3.0356909823101135,-2.1855897559337403,1.524705898077414
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3475074309362427,-0.07114837484519813,1.3176612843282443,-1.3429299225822726,0.6449077518591616
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.847388439765385,1.4790719940824757,0.44749039833742726,-0.5103017539135608,-0.2506010755415596
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5524211743612484,-1.0147607733228927,-0.400368413653625,0.47280138499648516,0.44066889648706725
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.947459834467894,-0.2059501460562919,-0.03221919265751022,-0.40998510708600516,1.5089952168949452
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8523973761270598,-0.40815280287295164,-0.3947903951536839,0.6232763552378187,-1.5388769325040006
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2523656451481702,-0.9473598877173266,-1.8450752051383787,2.2383743691614644,-1.2560846712195624
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.797392406137764,2.0182790789268887,0.30246191733895783,-0.8413466884444942,-0.8790283228403113
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.35243703985067903,-0.7451572309007052,1.7806368198233582,-1.5335315515546286,-0.10920494489934048
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2023696115205207,-0.9473598877173266,-0.6960033941505052,0.5430230377757738,0.47209025885200484
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9523894433823302,-1.2843643157450801,0.4307563428376039,-0.7209667122514278,-0.674789467468217
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9974558680955434,0.4680587099992151,0.8881538598327768,-1.1924549523409391,-1.0832671782124057
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3023616787758197,-0.6777563452951392,-0.10473343315674495,-0.2996367955756938,0.613486389494224
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.302441006223058,-0.6777563452951392,0.38055417633813365,-0.6306817301066272,0.3464048093922545
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747475699957353,0.4680587099992151,0.8212176378334832,-1.2125182817064506,0.4249582153045985
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2975113973086217,0.4680587099992151,-0.8410318751489746,0.2922314207068845,1.289045680340382
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.602337880541631,-1.4865669725617399,-0.3278541731543903,-0.0588768431895603,0.22071935993250416
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6474836327020825,-0.003747489239632108,0.7040792493347194,-0.8614100178100057,-1.6959837443286885
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9473805070206556,1.8160764221102292,1.4571117468267725,-1.5736582102856507,0.7863038825013807
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5974082716271947,1.6812746508991354,-0.11588947015662722,-0.008718519775782467,0.5977757083117552
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6474836327020825,0.6702613668158749,0.24110371383960533,-0.44008010113427154,1.4775738545300077
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.602337880541631,-1.6213687437728337,0.27457182483925213,-0.23944680747916022,0.28356208466237937
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3974241371166538,0.6702613668158749,-0.5732869871518002,0.3524214088034181,-0.9575817287526552
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4474994981915132,0.5354595956047812,2.5057792248157056,-2.035114785692407,0.44066889648706725
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.40243307347832846,-1.0147607733228927,-0.07126532215709816,-0.26954180152742735,0.4249582153045985
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.45242910710594947,0.06365339636593392,-0.6848473571506228,0.12169312110004032,1.2104922744280382
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.597487599074433,0.6702613668158749,-0.6402232091510938,0.14175645046555105,0.3621154905747233
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6524132416165188,-0.9473598877173266,-0.22187182165550876,0.3524214088034181,-0.37628652500130993
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.452349779658711,-1.0821616589284586,-0.05453126665727475,0.04143980363799537,0.8962786507786623
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7524053088717894,-1.351765201350646,0.47538049083713296,-1.0219166527340946,0.8177252448663183
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19751933005332278,1.1420675660547221,-0.9247021526480916,0.7235930020653744,-1.6488517007812822
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5024251407335989,0.19845516757702766,0.2522597508394876,-0.5604600773273386,-0.39199720618377876
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1023775442652501,-1.0821616589284586,0.40844426883783935,-0.7911883650307164,1.1790709120631004
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3023616787758197,-1.351765201350646,0.3470860653384869,-0.5403967479618272,1.147649549698163
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7974717335850025,0.5354595956047812,-1.0920427076463257,0.9543212897687521,0.5035116212169425
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0023854770099798,-1.4865669725617399,0.9885581928317173,-1.3429299225822726,-1.5545876136864694
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747475699957353,0.7376622524214409,-0.7629396161497988,0.0013131449069732428,-0.21917971317662202
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.45242910710594947,0.19845516757702766,-1.7056247426398503,1.907329434630531,-0.42341856854871635
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.947459834467894,0.7376622524214409,-0.8856560231485037,1.164986248106619,1.1947815932455694
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1974400026060843,0.3332569387881214,-0.21629380315556762,-0.32973178962396016,0.8805679695961934
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.847388439765385,1.6812746508991354,0.520004638836662,-0.3397634543067159,1.226202955610507
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.997376540648305,2.153080850137983,-0.567708968651859,1.395714535809997,-1.586008976051407
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14752329642570175,1.0746666804491944,0.436334361337545,-0.7510617062996943,0.11074459165522263
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8474677672126235,0.4680587099992151,0.5702068053361322,-0.8112516943962278,1.3204670427053196
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6523339141692803,-1.553967858167306,2.1655200963192964,-1.6137848690166732,0.06361254810781625
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9974558680955434,0.3332569387881214,1.5854061723254185,-1.4934048928236061,-0.3291544814539036
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5024251407335989,0.06365339636593392,1.93682133782171,-1.8846398154510735,-1.4917448889565943
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6024172079888694,-0.8125581165062329,-0.08799937765692156,0.44270639094821806,-0.831896279292905
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24751536368097224,1.276869337265816,1.0666504518308932,-1.2526449404374727,1.587548622807289
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5024251407335989,0.19845516757702766,-0.2107157846556265,0.30226308538964025,-0.2663117567240284
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2975113973086217,1.1420675660547221,0.07934117734131246,-0.018750184458538176,-1.6959837443286885
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9974558680955434,0.7376622524214409,-0.9247021526480916,1.5762845000995975,0.770593201318912
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4974955318191626,0.8724640236325347,-0.4728826541528598,0.15178811514830676,-0.8004749169279674
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1974400026060843,0.06365339636593392,-0.6123331166513881,0.3724847381689295,-0.0620729013519341
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6474836327020825,0.3332569387881214,-0.8298758381490924,0.5831496965067958,-0.7062108298331546
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.097447935350814,0.6028604812103089,-0.18282569215592082,-0.6005867360583608,-0.9261603663877177
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9974558680955434,-0.003747489239632108,1.6356083388248888,-1.7141015158442288,1.1005175061507566
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3023616787758197,-0.9473598877173266,1.5686721168255953,-1.543563216237384,-0.45483993091365393
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2975113973086217,-0.003747489239632108,-0.31112011765456693,0.4025797322171959,-0.17204766962921564
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3475074309362427,1.411671108476948,-0.2274498401554499,0.4025797322171959,0.7391718389539743
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6524132416165188,-0.13854926045072585,0.17416749184031174,0.2119781032448403,1.44615249216507
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3023616787758197,-0.40815280287295164,-0.3669003026539782,0.5530547024585294,-0.21917971317662202
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.597487599074433,0.6702613668158749,0.7319693418344251,-0.7009033828859165,1.44615249216507
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40243307347832846,0.4680587099992151,1.105696581330481,-1.3028032638512506,1.8389195217267897
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.097447935350814,1.0072657948436283,1.144742710830069,-0.8814733471755167,1.0062534190559438
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.55234184691401,-1.2843643157450801,-0.31112011765456693,0.43267472626546233,1.7446554346319771
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2474360362337338,0.6702613668158749,0.1351213623407238,-0.44008010113427154,1.289045680340382
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0524608380848676,-0.27335103166181957,-1.443457873142617,1.9374244286787974,0.8648572884137247
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2474360362337338,0.3332569387881214,2.115317929819826,-1.844513156720051,0.3621154905747233
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5024251407335989,0.06365339636593392,-0.04337522965739249,-0.3999534424032494,-0.8004749169279674
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09752726279805232,-0.34075191726738563,-0.45057058015309526,0.6934980080171073,-1.3346380771319064
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1474439689784632,0.8724640236325347,-0.45614859865303636,0.45273805563097375,-0.39199720618377876
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1974400026060843,0.8724640236325347,-0.8187198011492101,1.0546379365963077,-0.8947390040227801
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4474994981915132,0.3332569387881214,-0.14935758115627404,0.12169312110004032,-0.9261603663877177
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24751536368097224,1.276869337265816,0.7654374528340719,-0.4802067598652937,-0.17204766962921564
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0524608380848676,0.2658560531825554,-0.6681133016507995,0.5731180318240409,1.1005175061507566
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8523973761270598,-0.40815280287295164,0.44191237983748616,-0.85137835312725,0.0007698233779410745
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2523656451481702,-0.9473598877173266,-0.8856560231485037,1.3555878770789749,1.3204670427053196
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4474994981915132,-0.003747489239632108,-0.6848473571506228,0.6634030139688408,1.461863173347539
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.45242910710594947,0.3332569387881214,0.4976925648368975,-0.40998510708600516,1.0376747814208813
